job_title,headcount,median_comp,mean_comp,min_comp,max_comp,total_payroll
FIREFIGHTER (PER ARBITRATORS AWARD)-EMT,16,141768.0,143566.125,141768.0,145878.0,2297058.0
ASST DIR OF NEWS AFFAIRS,3,141684.0,139492.0,132912.0,143880.0,418476.0
SENIOR DATA BASE ANALYST,5,141564.0,133965.6,107628.0,146160.0,669828.0
GEN FOREMAN OF BRIDGE & STR IRON WRK,1,141356.76,141356.76,141356.76,141356.76,141356.76
HOISTING ENGINEER - MECHANIC,27,141024.0,141024.0,141024.0,141024.0,3807648.0
DATA ANALYTICS LEAD,1,140868.0,140868.0,140868.0,140868.0,140868.0
DATA SCIENCE LEAD,1,140868.0,140868.0,140868.0,140868.0,140868.0
ASST CHIEF ENGINEER OF SEWERS,1,140496.0,140496.0,140496.0,140496.0,140496.0
COORDINATING ENGINEER II,4,140496.0,140373.0,135744.0,144756.0,561492.0
PSYCHIATRIC NURSE PRACTIONER,6,140496.0,139704.0,135744.0,140496.0,838224.0
CIVIL ENGINEER V,15,140148.0,136424.0,109140.0,159792.0,2046360.0
CHIEF PROGRAMMER/ANALYST EXCLUDED,2,140088.0,140088.0,121668.0,158508.0,280176.0
ALDERMAN - 38TH WARD,1,140046.0,140046.0,140046.0,140046.0,140046.0
ALDERMAN - 49TH WARD,1,139776.0,139776.0,139776.0,139776.0,139776.0
CHIEF BOILER INSPECTOR,1,139526.4,139526.4,139526.4,139526.4,139526.4
DEPUTY MANAGING EDITOR COUNCIL JOURNAL,1,138840.0,138840.0,138840.0,138840.0,138840.0
DIR OF INVESTIGATIONS - COPA,2,138690.0,138690.0,126756.0,150624.0,277380.0
GENERAL FOREMAN OF ELECTRICAL MECHANICS,7,138138.0,138138.0,138138.0,138138.0,966966.0
RECOVERY TEAM PROGRAM DIRECTOR,2,138096.0,138096.0,135384.0,140808.0,276192.0
DIR OF ACCOUNTING,14,138066.0,133956.85714285713,121320.0,141132.0,1875396.0
SOFTWARE DEV COORD - BD OF ELECTIONS,1,138060.0,138060.0,138060.0,138060.0,138060.0
ASST DISTRICT SUPERINTENDENT,19,137592.0,137592.0,137592.0,137592.0,2614248.0
FIRE ENGINEER,31,137568.0,135649.93548387097,128964.0,137568.0,4205148.0
DIRECTOR OF TRAINING AND DEVELOPMENT,1,137532.0,137532.0,137532.0,137532.0,137532.0
ASST DIR OF LABOR RELATIONS,1,137532.0,137532.0,137532.0,137532.0,137532.0
ASST BUDGET DIR,8,137532.0,140343.0,121668.0,157332.0,1122744.0
DIR OF NUTRITION,1,137532.0,137532.0,137532.0,137532.0,137532.0
DISABILITY OFFICER,1,137532.0,137532.0,137532.0,137532.0,137532.0
DIR OF LAND ACQUISITION AND DISPOSITION,1,137532.0,137532.0,137532.0,137532.0,137532.0
DIR OF GRANTS MANAGEMENT,2,137526.0,137526.0,121668.0,153384.0,275052.0
IRON INSPECTOR,2,137196.84,137196.84,137196.84,137196.84,274393.68
FOREMAN OF BRIDGE AND STRUCTURAL IRON WORKERS,2,137196.8,137196.8,137196.8,137196.8,274393.6
DATA SERVICES ADMINISTRATOR,7,136908.0,131124.0,102588.0,162444.0,917868.0
FIRE ENGINEER-EMT,413,136794.0,138055.97578692494,127860.0,145878.0,57017118.0
SUPVSR OF ELECTRICAL INSPECTORS,2,136707.96,136707.96,136707.96,136707.96,273415.92
DIR OF PERSONNEL POLICIES AND UTILIZATION,1,136692.0,136692.0,136692.0,136692.0,136692.0
PROGRAM COORD - SPECIAL EVENTS,2,136692.0,136692.0,136692.0,136692.0,273384.0
SUPERINTENDENT OF WATER METERS,1,136692.0,136692.0,136692.0,136692.0,136692.0
HELP DESK MANAGER,1,136692.0,136692.0,136692.0,136692.0,136692.0
STATION MANAGER,1,136692.0,136692.0,136692.0,136692.0,136692.0
MANAGER OF POLICE PAYROLLS,1,136692.0,136692.0,136692.0,136692.0,136692.0
GENERAL FOREMAN OF MACHINISTS,1,136011.24,136011.24,136011.24,136011.24,136011.24
DIR OF HUMAN RIGHTS COMPLIANCE,2,135942.0,135942.0,133044.0,138840.0,271884.0
MARINE PILOT,2,135928.0,135928.0,135928.0,135928.0,271856.0
MARINE ENGINEER,2,135928.0,135928.0,135928.0,135928.0,271856.0
PLUMBING INSPECTOR I/C,6,135927.96,135927.96,135927.96,135927.96,815567.76
MARINE PILOT - FIRE BOAT,4,135859.8,135859.8,135859.8,135859.8,543439.2
POLICE OFFICER (ASSIGNED AS DETECTIVE),1153,135816.0,136964.61231569818,121200.0,144792.0,157920198.0
FORENSIC FIREARM/EVIDENCE IDENT TECH,2,135744.0,135744.0,135744.0,135744.0,271488.0
SUPERVISING HOUSE DRAIN INSPECTOR,1,135512.04,135512.04,135512.04,135512.04,135512.04
LIBRARY DIRECTOR,6,135000.0,133792.0,121320.0,141132.0,802752.0
STRUCTURAL ENGINEER,4,134940.0,130917.0,107628.0,146160.0,523668.0
ELECTRICAL ENGINEER IV,6,134940.0,131654.0,99408.0,146160.0,789924.0
EMPLOYABILITY REVIEW SPECIALIST III,1,134916.0,134916.0,134916.0,134916.0,134916.0
HOISTING ENGINEER,263,134784.0,134773.7186311787,132080.0,134784.0,35445488.0
ALDERMAN - 23RD WARD,1,134676.0,134676.0,134676.0,134676.0,134676.0
PSYCHOLOGIST,2,134544.0,134544.0,122928.0,146160.0,269088.0
TRAFFIC SIGNAL REPAIRMAN,22,134326.44,134326.44,134326.44,134326.44,2955181.68
STREET LIGHT REPAIR WORKER,35,134326.44,134326.44,134326.44,134326.44,4701425.4
LOAD DISPATCHER,9,134326.44,134326.44,134326.44,134326.44,1208937.96
LINEMAN - SALARIED,14,134326.44,134326.44,134326.44,134326.44,1880570.1600000001
LINEMAN,57,134326.4,134326.4,134326.4,134326.4,7656604.8
SUPERVISING INVESTIGATOR-COPA,11,134184.0,136041.81818181818,117636.0,146448.0,1496460.0
PRINCIPAL DATA BASE ANALYST,3,134184.0,136780.0,122928.0,153228.0,410340.0
GIS DATA BASE ANALYST,3,134184.0,134184.0,134184.0,134184.0,402552.0
FOREMAN OF MACHINISTS,11,133931.2,133931.2,133931.2,133931.2,1473243.2000000002
FRM OF MACHINISTS - AUTOMOTIVE,26,133931.2,133931.2,133931.2,133931.2,3482211.2
PARAMEDIC (ASSGN AS TRAINING INSTR),3,133890.0,135366.0,133890.0,138318.0,406098.0
CRIMINALIST III,1,133848.0,133848.0,133848.0,133848.0,133848.0
FINANCE OFFICER,9,133848.0,125772.0,102516.0,133848.0,1131948.0
WATER CHEMIST IV,3,133848.0,132444.0,129636.0,133848.0,397332.0
LIBRARIAN IV,91,133848.0,125445.23076923077,97488.0,133848.0,11415516.0
PUBLIC HEALTH ADMINISTRATOR III,22,133788.0,130772.72727272728,97956.0,162444.0,2877000.0
POLICE OFFICER (ASSIGNED AS EVIDENCE TECHNICIAN),117,133650.0,133322.41025641025,120564.0,137568.0,15598722.0
PIPE LOCATING MACHINE OPERATOR,2,133432.0,133432.0,133432.0,133432.0,266864.0
FOREMAN OF WATER PIPE CONSTRUCTION,19,133432.0,133432.0,133432.0,133432.0,2535208.0
FOREMAN OF SEWER CLEANING,3,133432.0,133432.0,133432.0,133432.0,400296.0
FOREMAN OF PLUMBERS,5,133432.0,133432.0,133432.0,133432.0,667160.0
PLUMBING INSPECTOR,55,133431.96,133431.96,133431.96,133431.96,7338757.8
HOUSE DRAIN INSPECTOR,9,133431.96,133431.96,133431.96,133431.96,1200887.64
ALDERMAN - 31ST WARD,1,133368.0,133368.0,133368.0,133368.0,133368.0
ALDERMAN - 15TH WARD,1,133368.0,133368.0,133368.0,133368.0,133368.0
ALDERMAN - 47TH WARD,1,133344.0,133344.0,133344.0,133344.0,133344.0
SR RECOVERY TEAM PROGRAM MGR,2,133242.0,133242.0,131124.0,135360.0,266484.0
DIR OF INTERGROUP RELATIONS AND OUTREACH,1,133044.0,133044.0,133044.0,133044.0,133044.0
ASSISTANT DIRECTOR-23,5,133044.0,129765.6,110856.0,138840.0,648828.0
DIR OF PROGRAM OPERATIONS X23,1,133044.0,133044.0,133044.0,133044.0,133044.0
ENTERPRISE ARCHITECT,1,132708.0,132708.0,132708.0,132708.0,132708.0
PARAMEDIC I/C,275,132624.0,134720.00727272726,114708.0,155154.0,37048002.0
FILTRATION ENGINEER IV,6,132246.0,132046.0,112536.0,146160.0,792276.0
FOREMAN OF ELECTRICAL MECHANICS,30,132142.4,132142.4,132142.4,132142.4,3964272.0
FRM OF ELECTRICAL MECHANICS (AUTO),7,132142.4,132142.4,132142.4,132142.4,924996.7999999999
ELECTRICAL INSPECTOR,22,132132.0,132132.0,132132.0,132132.0,2906904.0
DIR OF LICENSE ADMINISTRATION,2,131844.0,131844.0,124848.0,138840.0,263688.0
AVIATION COMMUNICATIONS OPERATOR - TRAINER,3,131736.0,129260.0,120024.0,136020.0,387780.0
POLICE OFFICER/EXPLSV DETECT K9 HNDLR,44,131712.0,129658.09090909091,116856.0,133650.0,5704956.0
SPRINKLER FITTER,2,131560.0,131560.0,131560.0,131560.0,263120.0
AIRPORT CYBERSECURITY AND IT COMPLIANCE MANAGER,1,131124.0,131124.0,131124.0,131124.0,131124.0
SR DIR OF CRISIS SERVICES,1,131124.0,131124.0,131124.0,131124.0,131124.0
COORDINATING ENGINEER I,10,131124.0,129085.2,115992.0,140496.0,1290852.0
MANAGER OF AUDIT AND FINANCE,1,131124.0,131124.0,131124.0,131124.0,131124.0
SUPERVISING COOLING PLANT INSPECTOR,1,131040.0,131040.0,131040.0,131040.0,131040.0
FOREMAN OF STEAMFITTERS,6,131040.0,131040.0,131040.0,131040.0,786240.0
ALDERMAN - 19TH WARD,1,130836.0,130836.0,130836.0,130836.0,130836.0
ASSISTANT DIRECTOR OF FINANCE,2,130800.0,130800.0,130476.0,131124.0,261600.0
SENIOR PUBLIC INFORMATION OFFICER,2,130668.0,130668.0,130668.0,130668.0,261336.0
CPL HELP DESK SUPERVISOR,1,130668.0,130668.0,130668.0,130668.0,130668.0
COORD OF WAREHOUSE OPERATIONS,3,130668.0,124008.0,97956.0,143400.0,372024.0
MGR OF BUSINESS COMPLIANCE INVESTIGATIONS,2,130638.0,130638.0,124584.0,136692.0,261276.0
FORESTRY SUPVSR,4,130620.0,126363.0,113592.0,130620.0,505452.0
REFUSE COLLECTION COORD,48,130620.0,120946.5,81276.0,130620.0,5805432.0
FOREMAN OF ARCHITECTURAL IRON WORKERS,2,130540.8,130540.8,130540.8,130540.8,261081.6
ASST TO THE COMMISSIONER,7,130524.0,117577.71428571429,80124.0,136692.0,823044.0
MANAGER - ZONING BD OF APPEALS,1,130524.0,130524.0,130524.0,130524.0,130524.0
MANAGER OF COMPLIANCE ANALYSIS,1,130476.0,130476.0,130476.0,130476.0,130476.0
SR CLASSIFICATION AND COMPENSATION ANALYST,1,130476.0,130476.0,130476.0,130476.0,130476.0
GENERAL FOREMAN OF CARPENTERS,1,130436.76,130436.76,130436.76,130436.76,130436.76
DIVISION MANAGER - BD OF ELECTIONS,5,130052.04,129321.624,124985.04,133982.04,646608.12
BRIDGE AND STRUCTURAL IRON WORKER,16,129916.8,129916.8,129916.8,129916.8,2078668.8
POLICE OFFICER (ASGND AS MARINE OFFICER),29,129774.0,125616.0,116856.0,133650.0,3642864.0
POLICE OFFICER (ASSIGNED AS CANINE HANDLER),17,129774.0,127326.0,116856.0,133650.0,2164542.0
POLICE TECHNICIAN,11,129774.0,127312.90909090909,120900.0,129774.0,1400442.0
NURSE PRACTITIONER,9,129540.0,137436.0,106488.0,172584.0,1236924.0
GENERAL MANAGER OF AIRPORT OPERATIONS,9,129228.0,127676.0,112440.0,143232.0,1149084.0
CHIEF PERFORMANCE ANALYST,9,129168.0,122757.33333333333,111000.0,129168.0,1104816.0
DIRECTOR - MAYOR'S OFFICE,22,129102.0,129393.81818181818,103488.0,160284.0,2846664.0
OPERATING ENGINEER-GROUP A,182,129064.0,129064.0,129064.0,129064.0,23489648.0
FIRE MARSHAL,1,128892.0,128892.0,128892.0,128892.0,128892.0
PROJECT MANAGEMENT OFFICE LEAD,1,128808.0,128808.0,128808.0,128808.0,128808.0
NETWORK AND TELECOM LEAD,1,128808.0,128808.0,128808.0,128808.0,128808.0
SECURITY ENGINEER,2,128808.0,128808.0,128808.0,128808.0,257616.0
EXECUTIVE DIR - POLICE BOARD,1,128772.0,128772.0,128772.0,128772.0,128772.0
DIR OF PUBLIC AFFAIRS,18,128736.0,128282.0,111300.0,143880.0,2309076.0
SENIOR EQUITY OFFICER,2,128562.0,128562.0,115992.0,141132.0,257124.0
SR CERTIFICATION / COMPLIANCE OFFICER,7,128316.0,125785.71428571429,99408.0,141564.0,880500.0
MAJOR CASE SPECIALIST-COPA,16,128316.0,129581.25,107628.0,146160.0,2073300.0
ALDERMAN - 42ND WARD,1,128232.0,128232.0,128232.0,128232.0,128232.0
SUPERVISING POLICE COMMUNICATIONS OPERATOR,25,127956.0,128067.84,125208.0,131436.0,3201696.0
CHIEF MASON INSPECTOR,1,127649.64,127649.64,127649.64,127649.64,127649.64
SUPERINTENDENT OF ELECTRICAL OPERATIONS,2,127236.0,127236.0,117780.0,136692.0,254472.0
FOREMAN OF BLACKSMITHS,2,127192.0,127192.0,127192.0,127192.0,254384.0
BOILER INSPECTOR,5,127191.96,127191.96,127191.96,127191.96,635959.8
FOREMAN OF PAINTERS,6,127067.2,127067.2,127067.2,127067.2,762403.2
SUBPOENA OFFICER,4,127008.0,121965.0,98928.0,134916.0,487860.0
GENERAL FOREMAN OF BRICKLAYERS,1,126921.6,126921.6,126921.6,126921.6,126921.6
COOLING PLANT INSPECTOR,10,126879.96,126879.96,126879.96,126879.96,1268799.6
MECHANICAL ENGINEER V,1,126756.0,126756.0,126756.0,126756.0,126756.0
SR LITIGATION COUNSEL - COPA,1,126756.0,126756.0,126756.0,126756.0,126756.0
ATTORNEY - EXCLUDED,15,126756.0,126511.2,115992.0,140496.0,1897668.0
TRAFFIC ENGINEER V,1,126756.0,126756.0,126756.0,126756.0,126756.0
ASST INSPECTOR GENERAL,9,126756.0,127997.33333333333,121320.0,140496.0,1151976.0
COORDINATING ARCHITECT,4,126756.0,127848.0,126756.0,131124.0,511392.0
DIR OF TRAIN/PROF DEV - COPA,1,126756.0,126756.0,126756.0,126756.0,126756.0
DIR OF MENTAL HEALTH CENTER,5,126756.0,128181.6,121320.0,144756.0,640908.0
DIR OF ATTY RECRUITMENT & PROF DEV,1,126756.0,126756.0,126756.0,126756.0,126756.0
RECRUITMENT MANAGER,1,126756.0,126756.0,126756.0,126756.0,126756.0
CHIEF ADMINISTRATIVE OFFICER,1,126492.0,126492.0,126492.0,126492.0,126492.0
FISCAL ADMINISTRATION MANAGER,2,126288.0,126288.0,123348.0,129228.0,252576.0
ALDERMAN - 13TH WARD,1,126252.0,126252.0,126252.0,126252.0,126252.0
ALDERMAN - 36TH WARD,1,126000.0,126000.0,126000.0,126000.0,126000.0
PLUMBER,149,125840.0,125840.0,125840.0,125840.0,18750160.0
DIR OF PUBLIC INFORMATION,2,125838.0,125838.0,122940.0,128736.0,251676.0
MACHINIST,38,125611.2,125611.2,125611.2,125611.2,4773225.6
MACHINIST (AUTOMOTIVE),162,125611.2,125611.2,125611.2,125611.2,20349014.4
USER EXPERIENCE AND ACCESSIBILITY LEAD,1,125016.0,125016.0,125016.0,125016.0,125016.0
ASST CITY TREASURER,6,124848.0,123882.0,110856.0,133044.0,743292.0
SUPVSR OF ANIMAL CARE AIDES,3,124848.0,121364.0,108576.0,130668.0,364092.0
STEAMFITTER,47,124800.0,124800.0,124800.0,124800.0,5865600.0
BUILDING/CONSTRUCTION INSPECTOR,73,124740.0,127159.8904109589,93468.0,157296.0,9282672.0
CHIEF DISPATCHER,1,124740.0,124740.0,124740.0,124740.0,124740.0
MGR OF EMERGENCY MANAGEMENT SERVICES,6,124722.0,130292.0,102588.0,164880.0,781752.0
ASST SUPT OF WATER METERS,1,124584.0,124584.0,124584.0,124584.0,124584.0
SPONSORSHIP COORDINATOR,1,124584.0,124584.0,124584.0,124584.0,124584.0
MANAGER OF CUSTOMER  SERVICES,1,124584.0,124584.0,124584.0,124584.0,124584.0
MANAGER OF VEHICLE MAINTENANCE,9,124584.0,124472.0,89112.0,150072.0,1120248.0
MANAGER OF FOOD SAFETY AND REGULATORY SERVICES,1,124584.0,124584.0,124584.0,124584.0,124584.0
CREATIVE DIR,1,124584.0,124584.0,124584.0,124584.0,124584.0
COMPENSATION SPECIALIST,3,124584.0,111432.0,85128.0,124584.0,334296.0
DIRECTOR OF FAMILY SUPPORT PROGRAMS,3,124584.0,117204.0,102444.0,124584.0,351612.0
GEN SUPT OF SPECIAL TRAFFIC SERVICES,1,124584.0,124584.0,124584.0,124584.0,124584.0
COORD OF SPECIAL PROJECTS,5,124584.0,117230.4,98832.0,124584.0,586152.0
ASST GENERAL SUPT OF STREETS AND SANITATION,23,124584.0,128014.95652173914,107340.0,157212.0,2944344.0
POLICE OFFICER (ASSIGNED AS TRAFFIC SPECIALIST),21,124578.0,128242.28571428571,120564.0,137568.0,2693088.0
POLICE OFFICER (ASSIGNED AS (SWAT),57,124578.0,126726.21052631579,120564.0,137568.0,7223394.0
SERGEANT AT ARMS,1,124092.0,124092.0,124092.0,124092.0,124092.0
EPIDEMIOLOGIST IV,8,124038.0,123619.5,111000.0,141132.0,988956.0
FIREFIGHTER,68,123978.0,124652.4705882353,115158.0,128892.0,8476368.0
ARCHITECTURAL IRON WORKER,5,123260.8,123260.8,123260.8,123260.8,616304.0
FOREMAN OF CARPENTERS,8,123156.8,123156.8,123156.8,123156.8,985254.4
FIRE COMMUNICATIONS OPERATOR II,27,123120.0,123120.0,123120.0,123120.0,3324240.0
PRINTER,1,122976.0,122976.0,122976.0,122976.0,122976.0
SENIOR PUBLIC VEHICLE INSPECTOR,2,122976.0,122976.0,122976.0,122976.0,245952.0
LICENSING COORD,1,122976.0,122976.0,122976.0,122976.0,122976.0
CHIEF OPERATIONS ANALYST,8,122928.0,121396.5,109140.0,140148.0,971172.0
LEAD ACCOUNTANT,32,122928.0,116844.375,90144.0,133848.0,3739020.0
SUPERVISING POLICE MENTAL HEALTH CLINICIAN,3,122928.0,130768.0,122928.0,146448.0,392304.0
PORTFOLIO MANAGER,5,122928.0,109814.4,90144.0,122928.0,549072.0
HUMAN RELATIONS INVESTIGATOR II,6,122700.0,111308.0,88524.0,122700.0,667848.0
SR LANDSCAPE PLAN EXAMINER,1,122700.0,122700.0,122700.0,122700.0,122700.0
SENIOR CITY FORESTER,3,122700.0,122700.0,122700.0,122700.0,368100.0
VENTILATION AND FURNACE INSPECTOR,13,122616.0,122616.0,122616.0,122616.0,1594008.0
OPERATING ENGINEER-GROUP C,162,122616.0,122616.0,122616.0,122616.0,19863792.0
FOREMAN OF SHEET METAL WORKERS,4,122616.0,122616.0,122616.0,122616.0,490464.0
SR TESTING / ASSESSMENT SPEC,3,122556.0,115580.0,101628.0,122556.0,346740.0
FIREFIGHTER/PARAMEDIC,266,122376.0,123045.2030075188,93804.0,141780.0,32730024.0
FIRE MARSHAL-EMT,14,122136.0,127188.85714285714,117996.0,136686.0,1780644.0
FIELD SERVICE SPECIALIST III,8,121896.0,118915.5,103572.0,130620.0,951324.0
EQUAL EMPLOYMENT OPPORTUNITY OFFICER,1,121668.0,121668.0,121668.0,121668.0,121668.0
DIRECTOR OF POLICY,2,121668.0,121668.0,121668.0,121668.0,243336.0
MASON INSPECTOR,12,121409.64,121409.64,121409.64,121409.64,1456915.68
FOREMAN OF BRICKLAYERS,3,121409.6,121409.60000000002,121409.6,121409.6,364228.80000000005
FOREMAN OF SEWER BRICKLAYERS,13,121409.6,121409.6,121409.6,121409.6,1578324.8
CLAIMS MANAGER,2,121374.0,121374.0,115992.0,126756.0,242748.0
AVIATION SECURITY ENGINEER,2,121374.0,121374.0,115992.0,126756.0,242748.0
CONTRACTS COORD - B OF E,1,121356.0,121356.0,121356.0,121356.0,121356.0
ASSOCIATE GENERAL COUNSEL-CCPSA,1,121320.0,121320.0,121320.0,121320.0,121320.0
CHIEF INVESTIGATIVE LAW OFFICER,1,121320.0,121320.0,121320.0,121320.0,121320.0
ASSISTANT LIBRARY DIRECTOR,7,121320.0,119796.0,106272.0,130476.0,838572.0
POLICE OFFICER (ASGND AS MOUNTED PATROL OFFICER),14,120900.0,124001.14285714286,116856.0,133650.0,1736016.0
POLICE OFFICER (ASSGN AS HELICOPTER PILOT),5,120900.0,125191.2,116856.0,133650.0,625956.0
CITY PLANNER IV,2,120768.0,120768.0,118836.0,122700.0,241536.0
POLICE OFFICER / FLD TRNG OFFICER,351,120564.0,124244.5811965812,109350.0,137568.0,43609848.0
STRATEGIC PLANNING MANAGER,1,120144.0,120144.0,120144.0,120144.0,120144.0
SENIOR SECURITY ANALYST,3,120144.0,121768.0,120144.0,125016.0,365304.0
CLOUD/DATA CENTER LEAD,1,120144.0,120144.0,120144.0,120144.0,120144.0
SECURITY ANALYST,2,120144.0,120144.0,120144.0,120144.0,240288.0
ELECTRICAL MECHANIC - SALARIED,3,120120.0,120120.0,120120.0,120120.0,360360.0
ELECTRICAL MECHANIC,221,120120.0,120120.0,120120.0,120120.0,26546520.0
ELECTRICAL MECHANIC (AUTOMOTIVE),78,120120.0,120120.0,120120.0,120120.0,9369360.0
ELECTRONICS TECHNICIAN,8,120120.0,120120.0,120120.0,120120.0,960960.0
AUTO POUND SUPVSR,8,119574.0,113038.5,85176.0,130620.0,904308.0
SR PROGRAMMER/ANALYST - EXCLD,4,119274.0,114609.0,97332.0,122556.0,458436.0
BUSINESS ANALYST,2,119262.0,119262.0,103608.0,134916.0,238524.0
HUMAN RELATIONS SPECIALIST II,1,119100.0,119100.0,119100.0,119100.0,119100.0
SUPERVISING DISEASE CONTROL INVESTIGATOR,3,119100.0,124372.0,119100.0,134916.0,373116.0
CONTRACTS COORD,21,119100.0,124112.57142857143,90732.0,162444.0,2606364.0
CHIEF CONTRACT EXPEDITER,9,119100.0,116252.0,85200.0,148056.0,1046268.0
ADMINISTRATIVE SERVICES OFFICER II,27,119100.0,117791.11111111111,89244.0,148056.0,3180360.0
FINGERPRINT TECHNICIAN IV,1,119100.0,119100.0,119100.0,119100.0,119100.0
FINGERPRINT TECHNICIAN III,3,119100.0,106508.0,81324.0,119100.0,319524.0
BENEFITS CLAIMS SUPVSR,2,119076.0,119076.0,113568.0,124584.0,238152.0
ASST CHIEF DISPATCHER,1,119052.0,119052.0,119052.0,119052.0,119052.0
ZONING INVESTIGATOR,3,119052.0,126296.0,102540.0,157296.0,378888.0
PRESS SECRETARY,1,118956.0,118956.0,118956.0,118956.0,118956.0
SUPVSR OF PERSONNEL ADMINISTRATION,7,118956.0,116012.57142857143,83052.0,136692.0,812088.0
GRANTS MANAGER - OBM,3,118956.0,117160.0,113568.0,118956.0,351480.0
VENDOR/LICENSE SPECIALIST LEAD,1,118956.0,118956.0,118956.0,118956.0,118956.0
HUMAN RESOURCES BUSINESS PARTNER-EXCLD,5,118956.0,107472.0,80124.0,124584.0,537360.0
CHIEF ZONING PLAN EXAMINER,1,118956.0,118956.0,118956.0,118956.0,118956.0
COORD OF PRINTING SERVICES - GRAPHICS,1,118956.0,118956.0,118956.0,118956.0,118956.0
COORD OF ECON DEV II - PLNG & DEV,1,118956.0,118956.0,118956.0,118956.0,118956.0
PROJECTS ADMINISTRATOR,49,118956.0,118254.61224489796,93384.0,150072.0,5794476.0
MANAGER OF WAREHOUSE OPERATIONS,1,118956.0,118956.0,118956.0,118956.0,118956.0
LIBRARIAN III,81,118836.0,110652.29629629629,84192.0,122700.0,8962836.0
SOCIAL WORKER III,6,118836.0,107932.0,84192.0,122700.0,647592.0
WATER CHEMIST III,5,118836.0,118140.0,107628.0,122700.0,590700.0
PAYROLL ADMINISTRATOR,6,118044.0,125492.0,102588.0,178188.0,752952.0
FIREFIGHTER-EMT,1597,117996.0,120955.54038822792,107046.0,136686.0,193165998.0
CARPENTER,61,117956.8,117956.8,117956.8,117956.8,7195364.8
ASST MANAGING EDITOR COUNCIL JOURNAL,1,117780.0,117780.0,117780.0,117780.0,117780.0
ASST SUPT OF PAVEMENT REPAIRS,1,117780.0,117780.0,117780.0,117780.0,117780.0
ENVIRONMENTAL ENGINEER III,19,117636.0,123699.15789473684,102516.0,146160.0,2350284.0
CIVIL ENGINEER IV,36,117636.0,123791.33333333333,102516.0,146160.0,4456488.0
TRAFFIC ENGINEER IV,5,117636.0,121041.6,112536.0,134184.0,605208.0
POLICE OFFICER(ASGND AS LATENT PRINT EX),12,116856.0,119683.0,116856.0,129774.0,1436196.0
BLACKSMITH,19,116688.0,116688.0,116688.0,116688.0,2217072.0
ASBESTOS WORKER / PIPE INSULATOR,1,116521.6,116521.6,116521.6,116521.6,116521.6
SENIOR BUSINESS CONSULTANT,6,116364.0,109656.0,93504.0,119100.0,657936.0
PROCUREMENT SPECIALIST,6,116364.0,117118.0,97956.0,143400.0,702708.0
SUPVSR OF WATER RATE TAKERS,2,116292.0,116292.0,89232.0,143352.0,232584.0
GENERAL FOREMAN OF LABORERS-CURB AND GUTTER,2,116043.2,116043.2,116043.2,116043.2,232086.4
GENERAL FOREMAN OF CONSTRUCTION LABORERS,2,116043.2,116043.2,116043.2,116043.2,232086.4
GENERAL FOREMAN OF LABORERS,2,116043.2,116043.2,116043.2,116043.2,232086.4
SUPERVISING PLANNER,7,115992.0,114620.57142857143,101628.0,130476.0,802344.0
DIRECTOR OF MEDIATION,1,115992.0,115992.0,115992.0,115992.0,115992.0
GIS MANAGER - EXCLD,1,115992.0,115992.0,115992.0,115992.0,115992.0
INVESTIGATOR III - IG,5,115992.0,111177.6,93156.0,122556.0,555888.0
SAFETY ADMINISTRATOR,5,115992.0,115060.8,111000.0,121320.0,575304.0
ASSISTANT EEO OFFICER,1,115992.0,115992.0,115992.0,115992.0,115992.0
DIR OF LIBRARY PROGRAMS AND EVENTS,1,115992.0,115992.0,115992.0,115992.0,115992.0
DISTRICT CONCRETE SUPVSR,1,115648.0,115648.0,115648.0,115648.0,115648.0
CONSTRUCTION COORD,2,115038.0,115038.0,93384.0,136692.0,230076.0
FINANCIAL OFFICER,2,115038.0,115038.0,93384.0,136692.0,230076.0
DISTRICT ASPHALT SUPVSR,2,114857.6,114857.6,114857.6,114857.6,229715.2
SENIOR HELP DESK TECHNICIAN,12,114798.0,110587.0,77640.0,134916.0,1327044.0
FOREMAN OF CEMENT FINISHERS,21,114608.0,114608.0,114608.0,114608.0,2406768.0
